question_id,question,model_name,correct_answer,model_answer,judge_result,level
LCB_0069,"determine-the-minimum-sum-of-a-k-avoiding-array You are given two integers, n and k. An array of distinct positive integers is called a k-avoiding array if there does not exist any pair of distinct elements that sum t...",claude-sonnet-4-20250514,,"class Solution: def minimumSum(self, n: int, k: int) -> int: forbidden = set() total = 0 current = 1 count = 0 while count < n: if current not in forbidden: total += current forbidden.add(k - current) count += 1 current += 1 return total",1,medium
LCB_0069,"determine-the-minimum-sum-of-a-k-avoiding-array You are given two integers, n and k. An array of distinct positive integers is called a k-avoiding array if there does not exist any pair of distinct elements that sum t...",claude-sonnet-4-6,,"class Solution: def minimumSum(self, n: int, k: int) -> int: chosen = set() total = 0 num = 1 while len(chosen) < n: if (k - num) not in chosen: chosen.add(num) total += num num += 1 return total",1,medium
LCB_0069,"determine-the-minimum-sum-of-a-k-avoiding-array You are given two integers, n and k. An array of distinct positive integers is called a k-avoiding array if there does not exist any pair of distinct elements that sum t...",gemini-2.5-flash,,"class Solution: def minimumSum(self, n: int, k: int) -> int: arr_set = set() # To keep track of chosen numbers for O(1) average-time lookups current_sum = 0 # Accumulates the sum of chosen numbers count = 0 # Tracks how many numbers have been chosen num = 1 # The current positive integer being considered # Loop until we have selected 'n' distinct positive integers while count < n: # Check if 'num' can be added without violating the k-avoiding condition. # A number 'num' is safe if 'k - num' i...",1,medium
LCB_0069,"determine-the-minimum-sum-of-a-k-avoiding-array You are given two integers, n and k. An array of distinct positive integers is called a k-avoiding array if there does not exist any pair of distinct elements that sum t...",gemini-2.5-pro,,"class Solution: def minimumSum(self, n: int, k: int) -> int: """""" Calculates the minimum possible sum of a k-avoiding array of length n. A k-avoiding array is an array of n distinct positive integers where no two distinct elements sum to k. The method uses a greedy approach by iteratively building the array with the smallest possible integers that satisfy the k-avoiding condition. """""" # A set to store the numbers that have been added to the array. # Using a set provides efficient O(1) average...",1,medium
LCB_0069,"determine-the-minimum-sum-of-a-k-avoiding-array You are given two integers, n and k. An array of distinct positive integers is called a k-avoiding array if there does not exist any pair of distinct elements that sum t...",gemini-3-flash-preview,,"class Solution: def minimumSum(self, n: int, k: int) -> int: """""" The goal is to find the minimum possible sum of a k-avoiding array of length n. A k-avoiding array is one where no two distinct elements sum to k. To minimize the sum, we should greedily pick the smallest positive integers. For every pair of distinct integers (i, k-i) that sums to k, we should pick only the smaller of the two integers. This minimizes the sum. The pairs of distinct positive integers that sum to k are: (1, k-1), (...",1,medium
LCB_0069,"determine-the-minimum-sum-of-a-k-avoiding-array You are given two integers, n and k. An array of distinct positive integers is called a k-avoiding array if there does not exist any pair of distinct elements that sum t...",gpt-4.1-2025-04-14,,"class Solution: def minimumSum(self, n: int, k: int) -> int: res = [] used = set() x = 1 while len(res) < n: # We cannot pick x if (k-x) is already in the array and x != k-x if (k - x) not in used: res.append(x) used.add(x) x += 1 return sum(res)",1,medium
LCB_0069,"determine-the-minimum-sum-of-a-k-avoiding-array You are given two integers, n and k. An array of distinct positive integers is called a k-avoiding array if there does not exist any pair of distinct elements that sum t...",gpt-5,,"class Solution: def minimumSum(self, n: int, k: int) -> int: # We can take numbers 1..floor(k/2) safely. t = k // 2 if n <= t: return n * (n + 1) // 2 # Otherwise, take all 1..t and then start from k upwards. sum_small = t * (t + 1) // 2 r = n - t sum_large = r * (2 * k + (r - 1)) // 2 return sum_small + sum_large",1,medium
LCB_0069,"determine-the-minimum-sum-of-a-k-avoiding-array You are given two integers, n and k. An array of distinct positive integers is called a k-avoiding array if there does not exist any pair of distinct elements that sum t...",gpt-5-mini,,"class Solution: def minimumSum(self, n: int, k: int) -> int: chosen = set() total = 0 i = 1 while len(chosen) < n: # if adding i would create a distinct pair summing to k, skip it if (k - i) in chosen: i += 1 continue chosen.add(i) total += i i += 1 return total",1,medium
LCB_0069,"determine-the-minimum-sum-of-a-k-avoiding-array You are given two integers, n and k. An array of distinct positive integers is called a k-avoiding array if there does not exist any pair of distinct elements that sum t...",gpt-5.1,,"class Solution: def minimumSum(self, n: int, k: int) -> int: # We can safely take all numbers from 1 to floor(k/2) # because no two distinct numbers from this set will sum to k. m = min(n, k // 2) # count of small numbers we take # Sum of first m natural numbers small_sum = m * (m + 1) // 2 # Remaining numbers to pick, starting from k upwards remaining = n - m # Sum of arithmetic sequence: k, k+1, ..., k+remaining-1 big_sum = remaining * (2 * k + (remaining - 1)) // 2 return small_sum + big_sum",1,medium
LCB_0070,Hands on Ring (Easy) Note: This problem has almost the same setting as Problem F. Only the parts in bold in the main text and constraints differ. You are holding a ring with both hands. This ring consists of N\ (N \ge...,claude-haiku-4-5-20251001,,"def min_distance(current, target, N, blocked=None): """""" Calculate minimum distance from current to target on a ring of size N. If blocked is not None, we cannot pass through that position. """""" if current == target: return 0 # Clockwise distance cw_dist = (target - current) % N # Counter-clockwise distance ccw_dist = (current - target) % N # Check if blocked position is on the clockwise path if blocked is not None: # Positions on clockwise path from current to target (exclusive of current, inc...",1,medium
LCB_0070,Hands on Ring (Easy) Note: This problem has almost the same setting as Problem F. Only the parts in bold in the main text and constraints differ. You are holding a ring with both hands. This ring consists of N\ (N \ge...,claude-sonnet-4-20250514,,"def shortest_path_on_ring(start, end, n, avoid): if start == end: return 0 # Clockwise distance and path check clockwise_dist = (end - start) % n clockwise_valid = True pos = start for _ in range(clockwise_dist - 1): pos = pos % n + 1 if pos == avoid: clockwise_valid = False break # Counterclockwise distance and path check counter_clockwise_dist = (start - end) % n counter_clockwise_valid = True pos = start for _ in range(counter_clockwise_dist - 1): pos = (pos - 2) % n + 1 if pos == avoid: c...",1,medium
LCB_0070,Hands on Ring (Easy) Note: This problem has almost the same setting as Problem F. Only the parts in bold in the main text and constraints differ. You are holding a ring with both hands. This ring consists of N\ (N \ge...,claude-sonnet-4-6,,"def solve(): N, Q = map(int, input().split()) L, R = 1, 2 total = 0 for _ in range(Q): H, T = input().split() T = int(T) if H == 'L': current = L other = R else: current = R other = L if current != T: cw_dist = (T - current) % N ccw_dist = N - cw_dist other_cw = (other - current) % N if 0 < other_cw < cw_dist: cost = ccw_dist else: cost = cw_dist total += cost if H == 'L': L = T else: R = T print(total) solve()",1,medium
LCB_0070,Hands on Ring (Easy) Note: This problem has almost the same setting as Problem F. Only the parts in bold in the main text and constraints differ. You are holding a ring with both hands. This ring consists of N\ (N \ge...,gemini-2.5-flash,,"import sys def solve(): # Read N and Q from standard input N, Q = map(int, sys.stdin.readline().split()) # Initial hand positions l_pos = 1 r_pos = 2 total_operations = 0 # Process each instruction for _ in range(Q): H, T_str = sys.stdin.readline().split() T = int(T_str) current_hand_pos = -1 other_hand_pos = -1 # Determine which hand is moving and which is stationary if H == 'L': current_hand_pos = l_pos other_hand_pos = r_pos else: # H == 'R' current_hand_pos = r_pos other_hand_pos = l_pos...",1,medium
LCB_0070,Hands on Ring (Easy) Note: This problem has almost the same setting as Problem F. Only the parts in bold in the main text and constraints differ. You are holding a ring with both hands. This ring consists of N\ (N \ge...,gemini-2.5-pro,,"# YOUR CODE HERE import sys def clockwise_dist(start, end, n): """""" Calculates the number of steps to move clockwise from 'start' to 'end'. Positions are 1-based (1 to n), on a ring of n parts. """""" # Convert to 0-based for simpler modular arithmetic s0 = start - 1 e0 = end - 1 # The formula (e0 - s0 + n) % n correctly handles wrapping around the ring. return (e0 - s0 + n) % n def solve(): """""" Reads input, simulates the process, and prints the result. """""" # Read N (number of parts) and Q (numbe...",1,medium
LCB_0070,Hands on Ring (Easy) Note: This problem has almost the same setting as Problem F. Only the parts in bold in the main text and constraints differ. You are holding a ring with both hands. This ring consists of N\ (N \ge...,gemini-3-flash-preview,,"import sys def get_dist(S, T, O, N): """""" Calculate the distance from part S to part T on a ring of size N, without passing through part O. In a ring with three or more parts, any two parts S and T divide the ring into two paths. For any other part O (not S or T), O will lie on exactly one of those two paths. Since the other hand is not allowed to move and its position is not the destination, one path will always be blocked and the other will always be clear. """""" if S == T: return 0 # Path 1:...",1,medium
LCB_0070,Hands on Ring (Easy) Note: This problem has almost the same setting as Problem F. Only the parts in bold in the main text and constraints differ. You are holding a ring with both hands. This ring consists of N\ (N \ge...,gpt-4.1-2025-04-14,,"# Read input N, Q = map(int, input().split()) instructions = [] for _ in range(Q): H, T = input().split() T = int(T) instructions.append((H, T)) # Helper function to compute minimal steps on ring, avoiding forbidden position def min_steps_on_ring(N, start, target, forbidden): # start, target, forbidden: 1-based positions # We cannot move to forbidden position # We can move clockwise or counterclockwise # Try both directions, but must not step onto forbidden # Since N is small, simulate both d...",1,medium
LCB_0070,Hands on Ring (Easy) Note: This problem has almost the same setting as Problem F. Only the parts in bold in the main text and constraints differ. You are holding a ring with both hands. This ring consists of N\ (N \ge...,gpt-5,,"# YOUR CODE HERE import sys def main(): data = sys.stdin.read().strip().split() if not data: print(0) return it = iter(data) N = int(next(it)) Q = int(next(it)) l, r = 1, 2 # initial positions total = 0 for _ in range(Q): H = next(it) T = int(next(it)) if H == 'L': a, b, t = l, r, T else: a, b, t = r, l, T if a != t: cw = (t - a) % N # clockwise steps from a to t dab = (b - a) % N # clockwise steps from a to b on_cw = 0 < dab < cw if on_cw: cost = N - cw # must go counter-clockwise else: cost...",1,medium
LCB_0070,Hands on Ring (Easy) Note: This problem has almost the same setting as Problem F. Only the parts in bold in the main text and constraints differ. You are holding a ring with both hands. This ring consists of N\ (N \ge...,gpt-5-mini,,"# YOUR CODE HERE import sys def main(): data = sys.stdin.read().strip().split() if not data: return it = iter(data) N = int(next(it)) Q = int(next(it)) instr = [] for _ in range(Q): h = next(it) t = int(next(it)) instr.append((h, t)) l = 1 r = 2 total = 0 for h, t in instr: if h == 'L': start = l other = r else: start = r other = l if start == t: # nothing to do continue # cw steps from start to t cw = (t - start) % N ccw = (start - t) % N # check if other lies on open path in cw direction cw...",1,medium
LCB_0070,Hands on Ring (Easy) Note: This problem has almost the same setting as Problem F. Only the parts in bold in the main text and constraints differ. You are holding a ring with both hands. This ring consists of N\ (N \ge...,gpt-5.1,,"# YOUR CODE HERE import sys def main(): input = sys.stdin.readline N, Q = map(int, input().split()) # Initial positions L_pos = 1 R_pos = 2 def cw_len(a, b): # distance clockwise from a to b on ring 1..N return (b - a) % N def path_passes_vertex_cw(s, t, x): # Does clockwise path from s to t (excluding endpoints) pass through x? if x == s or x == t: return False return cw_len(s, t) == cw_len(s, x) + cw_len(x, t) total_moves = 0 for _ in range(Q): H, T = input().split() T = int(T) if H == 'L':...",1,medium
LCB_0071,"minimize-manhattan-distances You are given a array points representing integer coordinates of some points on a 2D plane, where points[i] = [x_i, y_i]. The distance between two points is defined as their Manhattan dist...",claude-haiku-4-5-20251001,,"class Solution: def minimumDistance(self, points: List[List[int]]) -> int: # Transform points: (x, y) -> (x+y, x-y) transformed = [] for x, y in points: u = x + y v = x - y transformed.append((u, v)) n = len(transformed) min_result = float('inf') # Try removing each point for skip in range(n): max_u = float('-inf') min_u = float('inf') max_v = float('-inf') min_v = float('inf') # Calculate max/min for u and v coordinates, skipping one point for i in range(n): if i == skip: continue u, v = tra...",0,hard
LCB_0071,"minimize-manhattan-distances You are given a array points representing integer coordinates of some points on a 2D plane, where points[i] = [x_i, y_i]. The distance between two points is defined as their Manhattan dist...",claude-sonnet-4-20250514,,"class Solution: def minimumDistance(self, points: List[List[int]]) -> int: n = len(points) # Transform points: u = x + y, v = x - y u_values = [x + y for x, y in points] v_values = [x - y for x, y in points] # Sort to find extremes u_sorted = sorted((u_values[i], i) for i in range(n)) v_sorted = sorted((v_values[i], i) for i in range(n)) # Candidates to remove: points that could affect the max distance candidates = set() # Add extreme points and second extreme points candidates.add(u_sorted[0...",0,hard
LCB_0071,"minimize-manhattan-distances You are given a array points representing integer coordinates of some points on a 2D plane, where points[i] = [x_i, y_i]. The distance between two points is defined as their Manhattan dist...",claude-sonnet-4-6,,"from typing import List class Solution: def minimumDistance(self, points: List[List[int]]) -> int: s = [x + y for x, y in points] d = [x - y for x, y in points] def get_extremes(arr): max1_val, max1_idx = float('-inf'), -1 max2_val, max2_idx = float('-inf'), -1 min1_val, min1_idx = float('inf'), -1 min2_val, min2_idx = float('inf'), -1 for i, v in enumerate(arr): if v > max1_val: max2_val, max2_idx = max1_val, max1_idx max1_val, max1_idx = v, i elif v > max2_val: max2_val, max2_idx = v, i if...",0,hard
LCB_0071,"minimize-manhattan-distances You are given a array points representing integer coordinates of some points on a 2D plane, where points[i] = [x_i, y_i]. The distance between two points is defined as their Manhattan dist...",gemini-2.5-flash,,"import math from typing import List class Solution: def minimumDistance(self, points: List[List[int]]) -> int: n = len(points) # Step 1: Calculate u = x+y and v = x-y for all points. # Store as (value, original_index). The original_index is crucial # to correctly handle cases where the point to be removed is one # of the extreme points (min/max u or v value). u_coords = [] # Stores (x+y, original_index) v_coords = [] # Stores (x-y, original_index) for i in range(n): x, y = points[i] u_coords....",0,hard
LCB_0071,"minimize-manhattan-distances You are given a array points representing integer coordinates of some points on a 2D plane, where points[i] = [x_i, y_i]. The distance between two points is defined as their Manhattan dist...",gemini-2.5-pro,,"import math from typing import List class Solution: def minimumDistance(self, points: List[List[int]]) -> int: """""" Calculates the minimum possible maximum Manhattan distance between any two points after removing exactly one point. """""" n = len(points) # The Manhattan distance |x1 - x2| + |y1 - y2| is equivalent to # the Chebyshev distance max(|u1 - u2|, |v1 - v2|) on transformed # coordinates u = x + y and v = x - y. # # The maximum Chebyshev distance in a set of points is determined by the #...",0,hard
LCB_0071,"minimize-manhattan-distances You are given a array points representing integer coordinates of some points on a 2D plane, where points[i] = [x_i, y_i]. The distance between two points is defined as their Manhattan dist...",gemini-3-flash-preview,,"import heapq from typing import List class Solution: def minimumDistance(self, points: List[List[int]]) -> int: """""" The Manhattan distance between two points (x1, y1) and (x2, y2) is given by: |x1 - x2| + |y1 - y2| = max(|(x1 + y1) - (x2 + y2)|, |(x1 - y1) - (x2 - y2)|) Let s_i = x_i + y_i and d_i = x_i - y_i. The maximum Manhattan distance between any two points in a set P is: max_dist(P) = max(max(s_i) - min(s_i), max(d_i) - min(d_i)) for all i in P. To minimize this maximum distance by rem...",0,hard
LCB_0071,"minimize-manhattan-distances You are given a array points representing integer coordinates of some points on a 2D plane, where points[i] = [x_i, y_i]. The distance between two points is defined as their Manhattan dist...",gpt-4.1-2025-04-14,,"class Solution: def minimumDistance(self, points: List[List[int]]) -> int: # Manhattan distance between (x1, y1) and (x2, y2) is |x1-x2| + |y1-y2| # This is equivalent to max(|(x1+y1)-(x2+y2)|, |(x1-y1)-(x2-y2)|) n = len(points) s1 = [] # x+y s2 = [] # x-y for idx, (x, y) in enumerate(points): s1.append((x + y, idx)) s2.append((x - y, idx)) # Sort to get min and max s1.sort() s2.sort() # For each point, we want to know the max distance after removing it # The max distance is max(max(s1)-min(s...",0,hard
LCB_0071,"minimize-manhattan-distances You are given a array points representing integer coordinates of some points on a 2D plane, where points[i] = [x_i, y_i]. The distance between two points is defined as their Manhattan dist...",gpt-5,,"from typing import List class Solution: def minimumDistance(self, points: List[List[int]]) -> int: n = len(points) # Transformations for Manhattan distance extremes A = [x + y for x, y in points] B = [x - y for x, y in points] NEG = -10**18 POS = 10**18 # Prefix and suffix min/max for A and B prefMaxA = [NEG] * (n + 1) prefMinA = [POS] * (n + 1) prefMaxB = [NEG] * (n + 1) prefMinB = [POS] * (n + 1) for i in range(n): prefMaxA[i + 1] = max(prefMaxA[i], A[i]) prefMinA[i + 1] = min(prefMinA[i],...",0,hard
LCB_0071,"minimize-manhattan-distances You are given a array points representing integer coordinates of some points on a 2D plane, where points[i] = [x_i, y_i]. The distance between two points is defined as their Manhattan dist...",gpt-5-mini,,"from typing import List import math class Solution: def minimumDistance(self, points: List[List[int]]) -> int: n = len(points) u = [p[0] + p[1] for p in points] v = [p[0] - p[1] for p in points] # Track top two maxima and minima for u and v: (value, idx) def top_two(arr): max1 = (-10**30, -1) max2 = (-10**30, -1) min1 = (10**30, -1) min2 = (10**30, -1) for i, val in enumerate(arr): # maxima if val > max1[0]: max2 = max1 max1 = (val, i) elif val > max2[0]: max2 = (val, i) # minima if val < min...",0,hard
LCB_0071,"minimize-manhattan-distances You are given a array points representing integer coordinates of some points on a 2D plane, where points[i] = [x_i, y_i]. The distance between two points is defined as their Manhattan dist...",gpt-5.1,,"from typing import List class Solution: def minimumDistance(self, points: List[List[int]]) -> int: n = len(points) # 4 transformed coordinate arrays vals = [[0] * n for _ in range(4)] for i, (x, y) in enumerate(points): vals[0][i] = x + y # x + y vals[1][i] = x - y # x - y vals[2][i] = -x + y # -x + y vals[3][i] = -x - y # -x - y # Precompute prefix/suffix max and min for each transform pre_max = [[0] * n for _ in range(4)] pre_min = [[0] * n for _ in range(4)] suf_max = [[0] * n for _ in ran...",0,hard
LCB_0072,"maximum-strong-pair-xor-i You are given a 0-indexed integer array nums. A pair of integers x and y is called a strong pair if it satisfies the condition: |x - y| <= min(x, y) You need to select two integers from nums...",claude-haiku-4-5-20251001,,"class Solution: def maximumStrongPairXor(self, nums: List[int]) -> int: max_xor = 0 # Check all pairs for i in range(len(nums)): for j in range(len(nums)): x = nums[i] y = nums[j] # Check if (x, y) is a strong pair if abs(x - y) <= min(x, y): # Calculate XOR and update maximum max_xor = max(max_xor, x ^ y) return max_xor",1,easy
LCB_0072,"maximum-strong-pair-xor-i You are given a 0-indexed integer array nums. A pair of integers x and y is called a strong pair if it satisfies the condition: |x - y| <= min(x, y) You need to select two integers from nums...",claude-sonnet-4-20250514,,"class Solution: def maximumStrongPairXor(self, nums: List[int]) -> int: max_xor = 0 for i in range(len(nums)): for j in range(len(nums)): x, y = nums[i], nums[j] # Check if (x, y) forms a strong pair if abs(x - y) <= min(x, y): max_xor = max(max_xor, x ^ y) return max_xor",1,easy
LCB_0072,"maximum-strong-pair-xor-i You are given a 0-indexed integer array nums. A pair of integers x and y is called a strong pair if it satisfies the condition: |x - y| <= min(x, y) You need to select two integers from nums...",claude-sonnet-4-6,,"class Solution: def maximumStrongPairXor(self, nums: List[int]) -> int: max_xor = 0 for x in nums: for y in nums: if abs(x - y) <= min(x, y): max_xor = max(max_xor, x ^ y) return max_xor",1,easy
LCB_0072,"maximum-strong-pair-xor-i You are given a 0-indexed integer array nums. A pair of integers x and y is called a strong pair if it satisfies the condition: |x - y| <= min(x, y) You need to select two integers from nums...",gemini-2.5-flash,,"import math from typing import List class Solution: def maximumStrongPairXor(self, nums: List[int]) -> int: max_xor = 0 n = len(nums) # Iterate through all possible pairs (x, y) from the array nums. # The problem statement allows picking the same integer twice and # does not specify distinct indices, so a simple nested loop over indices # covers all combinations of values. for i in range(n): x = nums[i] for j in range(n): y = nums[j] # Check the strong pair condition: |x - y| <= min(x, y) # T...",1,easy
LCB_0072,"maximum-strong-pair-xor-i You are given a 0-indexed integer array nums. A pair of integers x and y is called a strong pair if it satisfies the condition: |x - y| <= min(x, y) You need to select two integers from nums...",gemini-2.5-pro,,"from typing import List class Solution: def maximumStrongPairXor(self, nums: List[int]) -> int: """""" Finds the maximum XOR of a strong pair in the array nums. A pair (x, y) is strong if |x - y| <= min(x, y). The constraints are small (N <= 50), so a brute-force O(N^2) approach is sufficient and appropriate. """""" max_xor_val = 0 n = len(nums) # Iterate over all unique pairs (i, j) where i <= j. # This covers all pairs (x, y) from nums, including pairing an element # with itself (when i == j), wh...",1,easy
LCB_0072,"maximum-strong-pair-xor-i You are given a 0-indexed integer array nums. A pair of integers x and y is called a strong pair if it satisfies the condition: |x - y| <= min(x, y) You need to select two integers from nums...",gemini-3-flash-preview,,"from typing import List class Solution: def maximumStrongPairXor(self, nums: List[int]) -> int: """""" Given a 0-indexed integer array nums, finds the maximum XOR value out of all possible strong pairs in the array. A pair (x, y) is strong if |x - y| <= min(x, y). Complexity: - Time complexity: O(N^2), where N is the length of nums. Since N <= 50, this results in at most 1275 pair checks. - Space complexity: O(1) as we only use a few constant variables. """""" max_xor = 0 n = len(nums) # Iterate th...",1,easy
LCB_0072,"maximum-strong-pair-xor-i You are given a 0-indexed integer array nums. A pair of integers x and y is called a strong pair if it satisfies the condition: |x - y| <= min(x, y) You need to select two integers from nums...",gpt-4.1-2025-04-14,,"class Solution: def maximumStrongPairXor(self, nums: List[int]) -> int: max_xor = 0 n = len(nums) for i in range(n): for j in range(n): x, y = nums[i], nums[j] if abs(x - y) <= min(x, y): max_xor = max(max_xor, x ^ y) return max_xor",1,easy
LCB_0072,"maximum-strong-pair-xor-i You are given a 0-indexed integer array nums. A pair of integers x and y is called a strong pair if it satisfies the condition: |x - y| <= min(x, y) You need to select two integers from nums...",gpt-5,,"from typing import List class Solution: def maximumStrongPairXor(self, nums: List[int]) -> int: ans = 0 n = len(nums) for i in range(n): for j in range(n): x, y = nums[i], nums[j] if abs(x - y) <= min(x, y): ans = max(ans, x ^ y) return ans",1,easy
LCB_0072,"maximum-strong-pair-xor-i You are given a 0-indexed integer array nums. A pair of integers x and y is called a strong pair if it satisfies the condition: |x - y| <= min(x, y) You need to select two integers from nums...",gpt-5-mini,,"from typing import List class Solution: def maximumStrongPairXor(self, nums: List[int]) -> int: max_xor = 0 for x in nums: for y in nums: if abs(x - y) <= min(x, y): max_xor = max(max_xor, x ^ y) return max_xor",1,easy
LCB_0072,"maximum-strong-pair-xor-i You are given a 0-indexed integer array nums. A pair of integers x and y is called a strong pair if it satisfies the condition: |x - y| <= min(x, y) You need to select two integers from nums...",gpt-5.1,,"class Solution: def maximumStrongPairXor(self, nums: List[int]) -> int: n = len(nums) ans = 0 for i in range(n): for j in range(n): x, y = nums[i], nums[j] if abs(x - y) <= min(x, y): ans = max(ans, x ^ y) return ans",1,easy
LCB_0073,"Doors in the Center Find a length-N string that satisfies all of the following conditions: - Each character is - or =. - It is a palindrome. - It contains exactly one or exactly two =s. If it contains two =s, they are...",claude-haiku-4-5-20251001,,N = int(input()) if N % 2 == 1: # Odd length: single = in the middle result = ['-'] * N result[N // 2] = '=' else: # Even length: two adjacent = in the middle result = ['-'] * N result[N // 2 - 1] = '=' result[N // 2] = '=' print(''.join(result)),1,easy
LCB_0073,"Doors in the Center Find a length-N string that satisfies all of the following conditions: - Each character is - or =. - It is a palindrome. - It contains exactly one or exactly two =s. If it contains two =s, they are...",claude-sonnet-4-20250514,,N = int(input()) if N % 2 == 1: # Odd N: one '=' at the center result = ['-'] * N result[N // 2] = '=' else: # Even N: two adjacent '=' at the center result = ['-'] * N result[N // 2 - 1] = '=' result[N // 2] = '=' print(''.join(result)),1,easy
LCB_0073,"Doors in the Center Find a length-N string that satisfies all of the following conditions: - Each character is - or =. - It is a palindrome. - It contains exactly one or exactly two =s. If it contains two =s, they are...",claude-sonnet-4-6,,"n = int(input()) if n % 2 == 0: half = n // 2 # place ""=="" in the middle result = '-' * (half - 1) + '==' + '-' * (half - 1) else: half = n // 2 result = '-' * half + '=' + '-' * half print(result)",1,easy
LCB_0073,"Doors in the Center Find a length-N string that satisfies all of the following conditions: - Each character is - or =. - It is a palindrome. - It contains exactly one or exactly two =s. If it contains two =s, they are...",gemini-2.5-flash,,"# YOUR CODE HERE import sys def solve(): N = int(sys.stdin.readline()) # Create a list of characters, initially all '-' result_chars = ['-'] * N if N % 2 == 1: # N is odd: exactly one '=' in the middle # The middle index is (N-1)/2 middle_index = (N - 1) // 2 result_chars[middle_index] = '=' else: # N is even: exactly two adjacent '='s in the middle # The two middle indices are N/2 - 1 and N/2 middle_right_index = N // 2 middle_left_index = middle_right_index - 1 result_chars[middle_left_inde...",1,easy
LCB_0073,"Doors in the Center Find a length-N string that satisfies all of the following conditions: - Each character is - or =. - It is a palindrome. - It contains exactly one or exactly two =s. If it contains two =s, they are...",gemini-2.5-pro,,"# YOUR CODE HERE import sys def solve(): """""" Reads an integer N and prints the unique string satisfying the problem's conditions. """""" try: # Read the integer N from standard input. N = int(sys.stdin.readline()) except (IOError, ValueError): # This handles potential empty input or invalid format, # though problem constraints suggest valid integer input. return # The structure of the string is determined by the parity of N. if N % 2 == 1: # If N is odd, the unique palindrome has one '=' at the...",1,easy
LCB_0073,"Doors in the Center Find a length-N string that satisfies all of the following conditions: - Each character is - or =. - It is a palindrome. - It contains exactly one or exactly two =s. If it contains two =s, they are...",gemini-3-flash-preview,,"import sys def solve(): """""" Given an integer N, find a length-N string that is a palindrome, contains only '-' and '=', and has exactly one or two '=' characters. If there are two '=' characters, they must be adjacent. """""" # Read the entire input from standard input and extract N. # The input N is expected to be between 1 and 100. input_data = sys.stdin.read().split() if not input_data: return try: n = int(input_data[0]) except (ValueError, IndexError): return # Start by initializing a list o...",1,easy
LCB_0073,"Doors in the Center Find a length-N string that satisfies all of the following conditions: - Each character is - or =. - It is a palindrome. - It contains exactly one or exactly two =s. If it contains two =s, they are...",gpt-4.1-2025-04-14,,N = int(input()) if N % 2 == 1: # Odd length: put single '=' in the center ans = ['-'] * N ans[N // 2] = '=' else: # Even length: put '==' in the center two positions ans = ['-'] * N ans[N // 2 - 1] = '=' ans[N // 2] = '=' print(''.join(ans)),1,easy
LCB_0073,"Doors in the Center Find a length-N string that satisfies all of the following conditions: - Each character is - or =. - It is a palindrome. - It contains exactly one or exactly two =s. If it contains two =s, they are...",gpt-5,,"# YOUR CODE HERE import sys def main(): data = sys.stdin.read().strip() if not data: return N = int(data) s = ['-'] * N if N % 2 == 1: s[N // 2] = '=' else: s[N // 2 - 1] = '=' s[N // 2] = '=' print(''.join(s)) if __name__ == ""__main__"": main()",1,easy
LCB_0073,"Doors in the Center Find a length-N string that satisfies all of the following conditions: - Each character is - or =. - It is a palindrome. - It contains exactly one or exactly two =s. If it contains two =s, they are...",gpt-5-mini,,"# YOUR CODE HERE import sys def main(): data = sys.stdin.read().strip().split() if not data: return N = int(data[0]) if N % 2 == 1: # odd: single '=' at center s = ['-'] * N s[N//2] = '=' else: # even: two adjacent '=' at the two middle positions s = ['-'] * N s[N//2 - 1] = '=' s[N//2] = '=' print(''.join(s)) if __name__ == ""__main__"": main()",1,easy
LCB_0073,"Doors in the Center Find a length-N string that satisfies all of the following conditions: - Each character is - or =. - It is a palindrome. - It contains exactly one or exactly two =s. If it contains two =s, they are...",gpt-5.1,,"# YOUR CODE HERE import sys def main(): N = int(sys.stdin.readline().strip()) # Initialize with all '-' s = ['-'] * N if N % 2 == 1: # Odd length: single '=' at the center mid = N // 2 s[mid] = '=' else: # Even length: two '=' in the middle (adjacent) mid1 = N // 2 - 1 mid2 = N // 2 s[mid1] = s[mid2] = '=' print(''.join(s)) if __name__ == ""__main__"": main()",1,easy
LCB_0074,"Minimize Sum of Distances You are given a tree with N vertices. The vertices are numbered 1 to N, and the i-th edge connects vertices A_i and B_i. You are also given a sequence of positive integers C = (C_1, C_2, \ldo...",claude-haiku-4-5-20251001,,"from collections import deque, defaultdict def solve(): N = int(input()) # Build adjacency list graph = defaultdict(list) for _ in range(N - 1): a, b = map(int, input().split()) graph[a].append(b) graph[b].append(a) C = list(map(int, input().split())) def bfs_distances(start): """"""Calculate distances from start vertex to all other vertices"""""" distances = [-1] * (N + 1) distances[start] = 0 queue = deque([start]) while queue: u = queue.popleft() for v in graph[u]: if distances[v] == -1: distanc...",0,hard
